,season,yr,mnth,weathersit,temp,registered,cnt,weekend,daytype,windspeed_median,hum_median,fri,mon,sat,sun,thur,tue,wed
569,3,1,7,1,0.741667,5831,6966,0,3,0.138683,0.694167,0,1,0,0,0,0,0
570,3,1,7,1,0.750833,6452,7592,0,3,0.211454,0.655,0,0,0,0,0,1,0
571,3,1,7,1,0.724167,6790,8173,0,3,0.1648,0.45,0,0,0,0,0,0,1
572,3,1,7,1,0.776667,5825,6861,0,3,0.284813,0.596667,0,0,0,0,1,0,0
573,3,1,7,1,0.781667,5645,6904,0,3,0.152992,0.594583,1,0,0,0,0,0,0
574,3,1,7,1,0.755833,4451,6685,1,1,0.15735,0.613333,0,0,1,0,0,0,0
575,3,1,7,1,0.721667,4444,6597,1,1,0.170396,0.62375,0,0,0,1,0,0,0
576,3,1,7,1,0.730833,6065,7105,0,3,0.153617,0.66875,0,1,0,0,0,0,0
577,3,1,7,1,0.713333,6248,7216,0,3,0.165425,0.704167,0,0,0,0,0,1,0
578,3,1,8,1,0.7175,6506,7580,0,3,0.141179,0.6775,0,0,0,0,0,0,1
579,3,1,8,1,0.7525,6278,7261,0,3,0.129354,0.659583,0,0,0,0,1,0,0
580,3,1,8,2,0.765833,5847,7175,0,3,0.215792,0.6425,1,0,0,0,0,0,0
581,3,1,8,1,0.793333,4479,6824,1,1,0.257458,0.613333,0,0,1,0,0,0,0
582,3,1,8,1,0.769167,3757,5464,1,1,0.290421,0.6525,0,0,0,1,0,0,0
583,3,1,8,2,0.7525,5780,7013,0,3,0.129354,0.654167,0,1,0,0,0,0,0
584,3,1,8,2,0.735833,5995,7273,0,3,0.116908,0.70375,0,0,0,0,0,1,0
585,3,1,8,2,0.75,6271,7534,0,3,0.1107,0.672917,0,0,0,0,0,0,1
586,3,1,8,1,0.755833,6090,7286,0,3,0.1561,0.620417,0,0,0,0,1,0,0
587,3,1,8,2,0.715833,4721,5786,0,3,0.238813,0.715833,1,0,0,0,0,0,0
588,3,1,8,2,0.6925,4052,6299,1,1,0.206479,0.732917,0,0,1,0,0,0,0
589,3,1,8,1,0.700833,4362,6544,1,1,0.122512,0.530417,0,0,0,1,0,0,0
590,3,1,8,1,0.720833,5676,6883,0,3,0.136212,0.545417,0,1,0,0,0,0,0
591,3,1,8,1,0.726667,5656,6784,0,3,0.169158,0.686667,0,0,0,0,0,1,0
592,3,1,8,1,0.706667,6149,7347,0,3,0.169771,0.619583,0,0,0,0,0,0,1
593,3,1,8,1,0.719167,6267,7605,0,3,0.141796,0.519167,0,0,0,0,1,0,0
594,3,1,8,1,0.723333,5665,7148,0,3,0.231354,0.570833,1,0,0,0,0,0,0
595,3,1,8,1,0.678333,5038,7865,1,1,0.177867,0.603333,0,0,1,0,0,0,0
596,3,1,8,2,0.635833,3341,4549,1,1,0.08645,0.711667,0,0,0,1,0,0,0
597,3,1,8,2,0.635833,5504,6530,0,3,0.129979,0.734167,0,1,0,0,0,0,0
598,3,1,8,1,0.649167,5925,7006,0,3,0.0727708,0.67375,0,0,0,0,0,1,0
599,3,1,8,1,0.6675,6281,7375,0,3,0.0702833,0.677083,0,0,0,0,0,0,1
600,3,1,8,1,0.695833,6402,7765,0,3,0.0845958,0.635833,0,0,0,0,1,0,0
601,3,1,8,2,0.7025,6257,7582,0,3,0.0721458,0.615,1,0,0,0,0,0,0
602,3,1,8,2,0.661667,4224,6053,1,1,0.244408,0.712917,0,0,1,0,0,0,0
603,3,1,8,2,0.653333,3772,5255,1,1,0.228858,0.845833,0,0,0,1,0,0,0
604,3,1,8,1,0.703333,5928,6917,0,3,0.128733,0.730417,0,1,0,0,0,0,0
605,3,1,8,1,0.728333,6105,7040,0,3,0.190925,0.62,0,0,0,0,0,1,0
606,3,1,8,1,0.685,6520,7697,0,3,0.112562,0.552083,0,0,0,0,0,0,1
607,3,1,8,1,0.706667,6541,7713,0,3,0.0771167,0.590417,0,0,0,0,1,0,0
608,3,1,8,1,0.764167,5917,7350,0,3,0.168533,0.5875,1,0,0,0,0,0,0
609,3,1,9,2,0.753333,3788,6140,1,1,0.113187,0.638333,0,0,1,0,0,0,0
610,3,1,9,2,0.696667,3197,5810,1,1,0.0640708,0.815,0,0,0,1,0,0,0
611,3,1,9,1,0.7075,4069,6034,0,2,0.151121,0.790833,0,1,0,0,0,0,0
612,3,1,9,1,0.725833,5997,6864,0,3,0.236321,0.755,0,0,0,0,0,1,0
613,3,1,9,1,0.736667,6280,7112,0,3,0.187808,0.74125,0,0,0,0,0,0,1
614,3,1,9,2,0.696667,5592,6203,0,3,0.142421,0.810417,0,0,0,0,1,0,0
615,3,1,9,1,0.703333,6459,7504,0,3,0.171646,0.73625,1,0,0,0,0,0,0
616,3,1,9,2,0.659167,4419,5976,1,1,0.281104,0.799167,0,0,1,0,0,0,0
617,3,1,9,1,0.61,5657,8227,1,1,0.224496,0.5475,0,0,0,1,0,0,0
618,3,1,9,1,0.583333,6407,7525,0,3,0.258713,0.50375,0,1,0,0,0,0,0
619,3,1,9,1,0.5775,6697,7767,0,3,0.0920542,0.52,0,0,0,0,0,1,0
620,3,1,9,1,0.599167,6820,7870,0,3,0.131846,0.577083,0,0,0,0,0,0,1
621,3,1,9,1,0.6125,6750,7804,0,3,0.0827208,0.637083,0,0,0,0,1,0,0
622,3,1,9,1,0.633333,6630,8009,0,3,0.103863,0.6725,1,0,0,0,0,0,0
623,3,1,9,1,0.608333,5554,8714,1,1,0.247521,0.501667,0,0,1,0,0,0,0
624,3,1,9,1,0.58,5167,7333,1,1,0.0901833,0.57,0,0,0,1,0,0,0
625,3,1,9,2,0.580833,5847,6869,0,3,0.151742,0.734583,0,1,0,0,0,0,0
626,3,1,9,2,0.623333,3702,4073,0,3,0.357587,0.8725,0,0,0,0,0,1,0
627,3,1,9,1,0.5525,6803,7591,0,3,0.215175,0.536667,0,0,0,0,0,0,1
628,3,1,9,1,0.546667,6781,7720,0,3,0.118167,0.618333,0,0,0,0,1,0,0
629,3,1,9,1,0.599167,6917,8167,0,3,0.154229,0.66875,1,0,0,0,0,0,0
630,3,1,9,1,0.65,5883,8395,1,1,0.283583,0.646667,0,0,1,0,0,0,0
631,4,1,9,1,0.529167,5453,7907,1,1,0.223258,0.467083,0,0,0,1,0,0,0
632,4,1,9,1,0.514167,6435,7436,0,3,0.142404,0.492917,0,1,0,0,0,0,0
633,4,1,9,1,0.55,6693,7538,0,3,0.236321,0.57,0,0,0,0,0,1,0
634,4,1,9,1,0.635,6946,7733,0,3,0.2444,0.630833,0,0,0,0,0,0,1
635,4,1,9,2,0.65,6642,7393,0,3,0.134342,0.690833,0,0,0,0,1,0,0
636,4,1,9,2,0.619167,6370,7415,0,3,0.164179,0.69,1,0,0,0,0,0,0
637,4,1,9,1,0.5425,5966,8555,1,1,0.227604,0.542917,0,0,1,0,0,0,0
638,4,1,9,1,0.526667,4874,6889,1,1,0.134958,0.583333,0,0,0,1,0,0,0
639,4,1,10,2,0.520833,6015,6778,0,3,0.0908042,0.649167,0,1,0,0,0,0,0
640,4,1,10,3,0.590833,4324,4639,0,3,0.104475,0.871667,0,0,0,0,0,1,0
641,4,1,10,2,0.6575,6844,7572,0,3,0.0665458,0.79375,0,0,0,0,0,0,1
642,4,1,10,2,0.6575,6437,7328,0,3,0.117546,0.722917,0,0,0,0,1,0,0
643,4,1,10,1,0.615,6640,8156,0,3,0.10635,0.6275,1,0,0,0,0,0,0
644,4,1,10,1,0.554167,4934,7965,1,1,0.268025,0.664167,0,0,1,0,0,0,0
645,4,1,10,2,0.415833,2729,3510,1,1,0.141162,0.708333,0,0,0,1,0,0,0
646,4,1,10,2,0.383333,4604,5478,0,2,0.189679,0.709583,0,1,0,0,0,0,0
647,4,1,10,2,0.446667,5791,6392,0,3,0.1903,0.761667,0,0,0,0,0,1,0
648,4,1,10,1,0.514167,6911,7691,0,3,0.187821,0.630833,0,0,0,0,0,0,1
649,4,1,10,1,0.435,6736,7570,0,3,0.181596,0.463333,0,0,0,0,1,0,0
650,4,1,10,1,0.4375,6222,7282,0,3,0.235092,0.539167,1,0,0,0,0,0,0
651,4,1,10,1,0.393333,4857,7109,1,1,0.146142,0.494583,0,0,1,0,0,0,0
652,4,1,10,1,0.521667,4559,6639,1,1,0.278612,0.640417,0,0,0,1,0,0,0
653,4,1,10,2,0.561667,5115,5875,0,3,0.296037,0.7075,0,1,0,0,0,0,0
654,4,1,10,1,0.468333,6612,7534,0,3,0.182221,0.558333,0,0,0,0,0,1,0
655,4,1,10,1,0.455833,6482,7461,0,3,0.101371,0.692917,0,0,0,0,0,0,1
656,4,1,10,2,0.5225,6501,7509,0,3,0.236937,0.728333,0,0,0,0,1,0,0
657,4,1,10,2,0.563333,4671,5424,0,3,0.134954,0.815,1,0,0,0,0,0,0
658,4,1,10,1,0.484167,5284,8090,1,1,0.117537,0.572917,0,0,1,0,0,0,0
659,4,1,10,1,0.464167,4692,6824,1,1,0.166054,0.51,0,0,0,1,0,0,0
660,4,1,10,1,0.4875,6228,7058,0,3,0.0814833,0.568333,0,1,0,0,0,0,0
661,4,1,10,1,0.544167,6625,7466,0,3,0.0945458,0.641667,0,0,0,0,0,1,0
662,4,1,10,1,0.5875,6898,7693,0,3,0.0727792,0.63625,0,0,0,0,0,0,1
663,4,1,10,2,0.55,6484,7359,0,3,0.124375,0.800417,0,0,0,0,1,0,0
664,4,1,10,2,0.545833,6262,7444,0,3,0.132467,0.807083,1,0,0,0,0,0,0
665,4,1,10,2,0.53,5209,7852,1,1,0.235692,0.72,0,0,1,0,0,0,0
666,4,1,10,2,0.4775,3461,4459,1,1,0.398008,0.694583,0,0,0,1,0,0,0
667,4,1,10,3,0.44,20,22,0,3,0.3582,0.88,0,1,0,0,0,0,0
668,4,1,10,2,0.318182,1009,1096,0,3,0.213009,0.825455,0,0,0,0,0,1,0
669,4,1,10,2,0.3575,5147,5566,0,3,0.166667,0.666667,0,0,0,0,0,0,1
670,4,1,11,2,0.365833,5520,5986,0,3,0.157346,0.581667,0,0,0,0,1,0,0
671,4,1,11,1,0.355,5229,5847,0,3,0.266175,0.522083,1,0,0,0,0,0,0
672,4,1,11,2,0.343333,4109,5138,1,1,0.270529,0.49125,0,0,1,0,0,0,0
673,4,1,11,1,0.325833,3906,5107,1,1,0.179108,0.532917,0,0,0,1,0,0,0
674,4,1,11,1,0.319167,4881,5259,0,3,0.236325,0.494167,0,1,0,0,0,0,0
675,4,1,11,1,0.280833,5220,5686,0,3,0.173513,0.567083,0,0,0,0,0,1,0
676,4,1,11,2,0.295833,4709,5035,0,3,0.304108,0.5475,0,0,0,0,0,0,1
677,4,1,11,1,0.352174,4975,5315,0,3,0.347835,0.333478,0,0,0,0,1,0,0
678,4,1,11,1,0.361667,5283,5992,0,3,0.214558,0.540833,1,0,0,0,0,0,0
679,4,1,11,1,0.389167,4446,6536,1,1,0.0578458,0.645417,0,0,1,0,0,0,0
680,4,1,11,1,0.420833,4562,6852,1,1,0.1275,0.659167,0,0,0,1,0,0,0
681,4,1,11,1,0.485,5172,6269,0,2,0.173517,0.741667,0,1,0,0,0,0,0
682,4,1,11,2,0.343333,3767,4094,0,3,0.342046,0.662917,0,0,0,0,0,1,0
683,4,1,11,1,0.289167,5122,5495,0,3,0.199625,0.552083,0,0,0,0,0,0,1
684,4,1,11,2,0.321667,5125,5445,0,3,0.152987,0.620417,0,0,0,0,1,0,0
685,4,1,11,1,0.345,5214,5698,0,3,0.171025,0.524583,1,0,0,0,0,0,0
686,4,1,11,1,0.325,4316,5629,1,1,0.179729,0.545417,0,0,1,0,0,0,0
687,4,1,11,1,0.3425,3747,4669,1,1,0.227612,0.692917,0,0,0,1,0,0,0
688,4,1,11,2,0.380833,5050,5499,0,3,0.235067,0.623333,0,1,0,0,0,0,0
689,4,1,11,2,0.374167,5100,5634,0,3,0.082725,0.685,0,0,0,0,0,1,0
690,4,1,11,1,0.353333,4531,5146,0,3,0.103246,0.61375,0,0,0,0,0,0,1
691,4,1,11,1,0.34,1470,2425,0,2,0.0528708,0.580417,0,0,0,0,1,0,0
692,4,1,11,1,0.368333,2307,3910,0,3,0.148021,0.56875,1,0,0,0,0,0,0
693,4,1,11,1,0.278333,1745,2277,1,1,0.376871,0.404583,0,0,1,0,0,0,0
694,4,1,11,1,0.245833,2115,2424,1,1,0.1505,0.468333,0,0,0,1,0,0,0
695,4,1,11,1,0.313333,4750,5087,0,3,0.04665,0.535417,0,1,0,0,0,0,0
696,4,1,11,2,0.291667,3836,3959,0,3,0.237562,0.786667,0,0,0,0,0,1,0
697,4,1,11,1,0.296667,5062,5260,0,3,0.210821,0.50625,0,0,0,0,0,0,1
698,4,1,11,1,0.28087,5080,5323,0,3,0.115522,0.555652,0,0,0,0,1,0,0
699,4,1,11,1,0.298333,5306,5668,0,3,0.0584708,0.649583,1,0,0,0,0,0,0
700,4,1,12,2,0.298333,4240,5191,1,1,0.0597042,0.806667,0,0,1,0,0,0,0
701,4,1,12,2,0.3475,3757,4649,1,1,0.124379,0.823333,0,0,0,1,0,0,0
702,4,1,12,1,0.4525,5679,6234,0,3,0.0827208,0.7675,0,1,0,0,0,0,0
703,4,1,12,1,0.475833,6055,6606,0,3,0.174129,0.73375,0,0,0,0,0,1,0
704,4,1,12,1,0.438333,5398,5729,0,3,0.324021,0.485,0,0,0,0,0,0,1
705,4,1,12,1,0.255833,5035,5375,0,3,0.174754,0.50875,0,0,0,0,1,0,0
706,4,1,12,2,0.320833,4659,5008,0,3,0.1306,0.764167,1,0,0,0,0,0,0
707,4,1,12,2,0.381667,4429,5582,1,1,0.101379,0.91125,0,0,1,0,0,0,0
708,4,1,12,2,0.384167,2787,3228,1,1,0.157975,0.905417,0,0,0,1,0,0,0
709,4,1,12,2,0.435833,4841,5170,0,3,0.190308,0.925,0,1,0,0,0,0,0
710,4,1,12,2,0.353333,5219,5501,0,3,0.296037,0.596667,0,0,0,0,0,1,0
711,4,1,12,2,0.2975,5009,5319,0,3,0.162937,0.538333,0,0,0,0,0,0,1
712,4,1,12,1,0.295833,5107,5532,0,3,0.174129,0.485833,0,0,0,0,1,0,0
713,4,1,12,1,0.281667,5182,5611,0,3,0.131229,0.642917,1,0,0,0,0,0,0
714,4,1,12,1,0.324167,4280,5047,1,1,0.10635,0.650417,0,0,1,0,0,0,0
715,4,1,12,2,0.3625,3248,3786,1,1,0.100742,0.83875,0,0,0,1,0,0,0
716,4,1,12,2,0.393333,4373,4585,0,3,0.0982583,0.907083,0,1,0,0,0,0,0
717,4,1,12,1,0.410833,5124,5557,0,3,0.221404,0.66625,0,0,0,0,0,1,0
718,4,1,12,1,0.3325,4934,5267,0,3,0.184092,0.625417,0,0,0,0,0,0,1
719,4,1,12,2,0.33,3814,4128,0,3,0.132463,0.667917,0,0,0,0,1,0,0
720,1,1,12,2,0.326667,3402,3623,0,3,0.374383,0.556667,1,0,0,0,0,0,0
721,1,1,12,1,0.265833,1544,1749,1,1,0.407346,0.44125,0,0,1,0,0,0,0
722,1,1,12,1,0.245833,1379,1787,1,1,0.133083,0.515417,0,0,0,1,0,0,0
723,1,1,12,2,0.231304,746,920,0,3,0.0772304,0.791304,0,1,0,0,0,0,0
724,1,1,12,2,0.291304,573,1013,0,2,0.168726,0.734783,0,0,0,0,0,1,0
725,1,1,12,3,0.243333,432,441,0,3,0.316546,0.823333,0,0,0,0,0,0,1
726,1,1,12,2,0.254167,1867,2114,0,3,0.350133,0.652917,0,0,0,0,1,0,0
727,1,1,12,2,0.253333,2451,3095,0,3,0.155471,0.59,1,0,0,0,0,0,0
728,1,1,12,2,0.253333,1182,1341,1,1,0.124383,0.752917,0,0,1,0,0,0,0
729,1,1,12,1,0.255833,1432,1796,1,1,0.350754,0.483333,0,0,0,1,0,0,0
730,1,1,12,2,0.215833,2290,2729,0,3,0.154846,0.5775,0,1,0,0,0,0,0
